destination,country,continent,city,place_name,place_variant,avg cost (usd/day),avg_temp_year,hiking_score,beach_score,nightlife_score,culture_score,food_score,adventure_score,nature_score,safety_score,accommodation_type,terrain_type,travel_style
Argentina,Argentina,South America,Mendoza,Budget Wine Hostels,nearby district,79.72,16.4,6.0,4.0,6.0,6.0,6.0,4.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Mexico,Mexico,North America,Riviera Maya,All Inclusive Hotels,nearby district,263.94,18.3,5.0,6.0,6.0,8.0,9.0,6.0,8.0,6.0,Resort/Apartment,Coastal,Luxury
Kenya,Kenya,Africa,Mombasa,Affordable Coast,nearby district,58.68,23.4,5.0,8.0,6.0,6.0,7.0,6.0,7.0,6.0,Guesthouse/Hostel,Coastal,Budget
India,India,Asia,Jaipur,Budget Heritage Hostels,main area,60.71,24.5,6.0,5.0,6.0,8.0,7.0,5.0,6.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Vietnam,Vietnam,Asia,Ha Giang,Mountain Loop,nearby district,149.33,25.6,10.0,4.0,5.0,6.0,6.0,9.0,10.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
China,China,Asia,Xi’an,Budget Heritage Stay,nearby district,107.12,9.4,6.0,5.0,7.0,8.0,7.0,6.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
USA,USA,North America,San Antonio,Affordable Heritage,local experience,85.17,17.0,6.0,6.0,5.0,8.0,8.0,6.0,5.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Thailand,Thailand,Asia,Sukhothai,Historical Park,local experience,124.52,28.8,6.0,3.0,6.0,,7.0,5.0,8.0,8.0,Standard Hotel,Urban-Heritage,Culture
Italy,Italy,Europe,Lake Garda,Family Parks,local experience,189.72,13.1,6.0,6.0,2.0,7.0,7.0,6.0,8.0,8.0,Standard Hotel,Mountain-Nature,Family
Canada,Canada,North America,Niagara Falls,Family Attractions,day-trip zone,183.17,6.2,5.0,6.0,3.0,8.0,8.0,5.0,7.0,,Standard Hotel,Urban-Heritage,Family
South Africa,South Africa,Africa,Knysna,Lagoon Stay,day-trip zone,149.9,22.3,5.0,8.0,5.0,5.0,8.0,4.0,6.0,6.0,Resort/Apartment,Coastal,Relaxation
Mexico,Mexico,North America,Puerto Vallarta,Pacific Beaches,day-trip zone,160.74,23.9,4.0,9.0,5.0,5.0,7.0,6.0,6.0,7.0,Resort/Apartment,Coastal,Relaxation
Peru,Peru,South America,Cusco,Boutique Heritage Hotels,day-trip zone,201.69,14.6,5.0,6.0,8.0,8.0,9.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
Peru,Peru,South America,Paracas,Boat Wildlife Tours,local experience,147.17,17.2,6.0,7.0,4.0,6.0,7.0,6.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
Egypt,Egypt,Africa,Sharm El Sheikh,Red Sea Resorts,main area,137.7,25.4,5.0,9.0,5.0,6.0,7.0,5.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
Canada,Canada,North America,Montreal,Arts and Food,nearby district,165.67,4.5,4.0,,6.0,10.0,8.0,4.0,5.0,9.0,Standard Hotel,Urban-Heritage,Culture
Brazil,Brazil,South America,Buzios,Beach Town,nearby district,122.07,28.2,6.0,10.0,4.0,5.0,7.0,5.0,7.0,5.0,Resort/Apartment,Coastal,Relaxation
New Zealand,New Zealand,Oceania,Bay of Islands,Coastal Retreat,main area,145.03,17.1,5.0,9.0,4.0,5.0,6.0,4.0,7.0,8.0,Resort/Apartment,Coastal,Relaxation
Peru,Peru,South America,Arequipa,Slow Colonial Stay,local experience,133.8,19.4,4.0,9.0,4.0,4.0,7.0,5.0,8.0,8.0,Resort/Apartment,Coastal,Relaxation
Vietnam,Vietnam,Asia,Da Nang,Luxury Beach Hotels,nearby district,253.2,34.9,5.0,8.0,6.0,6.0,8.0,4.0,6.0,9.0,Resort/Apartment,Coastal,Luxury
Argentina,Argentina,South America,Salta,Colonial Center,day-trip zone,126.15,14.5,5.0,3.0,6.0,8.0,8.0,4.0,6.0,6.0,Standard Hotel,Urban-Heritage,Culture
Japan,Japan,Asia,Osaka,Affordable Food Districts,main area,78.33,15.4,4.0,6.0,6.0,7.0,7.0,,5.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
USA,USA,North America,Florida Keys,Tropical Coast,nearby district,166.38,12.9,4.0,8.0,5.0,4.0,7.0,4.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
New Zealand,New Zealand,Oceania,Queenstown,Lake Activities,day-trip zone,166.2,12.7,5.0,7.0,4.0,7.0,7.0,5.0,7.0,10.0,Standard Hotel,Urban-Heritage,Family
Peru,Peru,South America,Cusco,Family Heritage Tours,nearby district,129.53,16.8,5.0,8.0,4.0,8.0,7.0,5.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
China,China,Asia,Kunming,Affordable City Base,local experience,106.86,15.3,6.0,5.0,5.0,8.0,8.0,6.0,6.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Spain,Spain,Europe,Marbella,Luxury Resorts,main area,268.62,20.4,5.0,7.0,8.0,7.0,8.0,5.0,7.0,9.0,Resort/Apartment,Coastal,Luxury
Vietnam,Vietnam,Asia,Hanoi,Museums and Food,day-trip zone,142.95,27.1,6.0,7.0,2.0,8.0,8.0,5.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
Greece,Greece,Europe,Mykonos,Beach Clubs,nearby district,197.88,18.5,5.0,8.0,6.0,7.0,7.0,3.0,7.0,8.0,Resort/Apartment,Coastal,Relaxation
Morocco,Morocco,Africa,Essaouira,Affordable Coast,local experience,76.56,25.5,5.0,8.0,6.0,5.0,7.0,5.0,6.0,8.0,Guesthouse/Hostel,Coastal,Budget
Brazil,Brazil,South America,Ouro Preto,Colonial Heritage,day-trip zone,90.33,21.7,4.0,1.0,,8.0,9.0,3.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
Egypt,Egypt,Africa,Red Sea,Diving Trips,local experience,121.43,25.5,8.0,8.0,4.0,5.0,5.0,9.0,8.0,6.0,Guesthouse/Hostel,Coastal,Adventure
France,France,Europe,Corsica,GR20 Sections,day-trip zone,125.24,15.0,9.0,6.0,4.0,5.0,7.0,6.0,9.0,5.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Thailand,Thailand,Asia,Chiang Mai,Old City Temples,nearby district,128.08,26.1,5.0,3.0,5.0,9.0,7.0,5.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Japan,Japan,Asia,Nagano,Japanese Alps,nearby district,125.83,16.4,8.0,4.0,4.0,5.0,6.0,9.0,10.0,9.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Germany,Germany,Europe,Baden-Baden,Spa Hotels,nearby district,234.01,8.9,4.0,7.0,7.0,7.0,8.0,2.0,6.0,9.0,Resort/Apartment,Coastal,Luxury
Greece,Greece,Europe,Thessaloniki,Byzantine Heritage,day-trip zone,177.91,15.6,3.0,3.0,6.0,10.0,9.0,3.0,4.0,9.0,Standard Hotel,Urban-Heritage,Culture
Italy,Italy,Europe,Rome,Ancient Monuments,main area,178.97,15.4,4.0,4.0,6.0,8.0,10.0,3.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Germany,Germany,Europe,Munich,Bavarian Culture,nearby district,113.53,9.5,3.0,4.0,6.0,10.0,8.0,4.0,5.0,,Standard Hotel,Urban-Heritage,Culture
Spain,Spain,Europe,Canary Islands,Year-round Sun,local experience,157.24,23.7,5.0,9.0,4.0,5.0,,5.0,6.0,8.0,Resort/Apartment,Coastal,Relaxation
Germany,Germany,Europe,Baden-Baden,Thermal Spas,main area,136.51,12.5,6.0,8.0,4.0,5.0,8.0,5.0,7.0,8.0,Resort/Apartment,Coastal,Relaxation
Brazil,Brazil,South America,Salvador,Pelourinho Historic Center,main area,110.25,26.8,4.0,6.0,6.0,9.0,7.0,4.0,6.0,5.0,Standard Hotel,Urban-Heritage,Culture
Mexico,Mexico,North America,Puerto Vallarta,High-end Coast,local experience,264.41,21.8,5.0,8.0,7.0,7.0,8.0,5.0,7.0,7.0,Resort/Apartment,Coastal,Luxury
New Zealand,New Zealand,Oceania,Rotorua,Maori Culture,nearby district,152.87,15.4,4.0,2.0,5.0,9.0,9.0,4.0,6.0,9.0,Standard Hotel,Urban-Heritage,Culture
Morocco,Morocco,Africa,Agadir,Beach Resorts,nearby district,160.16,24.6,5.0,9.0,6.0,6.0,7.0,6.0,6.0,8.0,Resort/Apartment,Coastal,Relaxation
Australia,Australia,Oceania,Port Douglas,Reef Luxury Stays,local experience,278.98,22.6,4.0,8.0,8.0,6.0,9.0,4.0,5.0,9.0,Resort/Apartment,Coastal,Luxury
Japan,Japan,Asia,Nagano,Japanese Alps,nearby district,128.0,18.0,9.0,6.0,4.0,6.0,6.0,9.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Spain,Spain,Europe,Pyrenees,Mountain Trails,main area,168.86,18.1,10.0,5.0,4.0,6.0,9.0,9.0,8.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Kenya,Kenya,Africa,Mombasa,Old Town,day-trip zone,148.82,20.5,3.0,4.0,7.0,10.0,7.0,4.0,4.0,6.0,Standard Hotel,Urban-Heritage,Culture
Peru,Peru,South America,Arequipa,Colca Canyon,day-trip zone,110.35,20.2,8.0,3.0,,6.0,7.0,9.0,10.0,5.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Thailand,Thailand,Asia,Chiang Mai,Old City Temples,nearby district,129.05,31.6,4.0,4.0,7.0,,7.0,2.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
USA,USA,North America,San Diego,Zoo and Beaches,nearby district,157.28,11.9,4.0,8.0,3.0,5.0,7.0,6.0,6.0,8.0,Standard Hotel,Coastal,Family
Australia,Australia,Oceania,Adelaide,Affordable City Break,day-trip zone,115.98,21.8,7.0,5.0,7.0,8.0,7.0,5.0,4.0,,Guesthouse/Hostel,Urban-Heritage,Budget
Brazil,Brazil,South America,Florianopolis,Family Beaches,nearby district,131.6,23.5,4.0,8.0,3.0,7.0,8.0,6.0,7.0,6.0,Standard Hotel,Coastal,Family
Brazil,Brazil,South America,Curitiba,Parks and Museums,local experience,116.22,20.9,6.0,6.0,5.0,8.0,8.0,6.0,8.0,6.0,Standard Hotel,Urban-Heritage,Family
Mexico,Mexico,North America,Oaxaca,Budget Food Stay,main area,86.44,21.1,5.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
USA,USA,North America,New York City,Museums and Broadway,main area,152.49,14.7,4.0,3.0,4.0,10.0,9.0,4.0,5.0,,Standard Hotel,Urban-Heritage,Culture
France,France,Europe,Lyon,Old Town and Food,day-trip zone,130.93,13.8,4.0,3.0,6.0,10.0,10.0,5.0,5.0,7.0,Standard Hotel,Urban-Heritage,Culture
France,France,Europe,Loire Valley,Castle Routes,local experience,150.19,9.2,5.0,7.0,5.0,6.0,7.0,5.0,6.0,9.0,Standard Hotel,Urban-Heritage,Family
Italy,Italy,Europe,Venice,Boat Rides,nearby district,191.97,11.7,6.0,6.0,4.0,,6.0,5.0,8.0,8.0,Standard Hotel,Urban-Heritage,Family
Vietnam,Vietnam,Asia,Hoi An,Slow Riverside Stay,day-trip zone,142.19,29.9,5.0,8.0,5.0,7.0,7.0,5.0,8.0,6.0,Resort/Apartment,Coastal,Relaxation
USA,USA,North America,Utah,National Park Road Trip,main area,143.16,12.6,8.0,4.0,4.0,6.0,7.0,9.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
China,China,Asia,Beijing,Forbidden City,main area,196.64,11.7,5.0,4.0,6.0,8.0,8.0,4.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Spain,Spain,Europe,Barcelona,Gaudi and Gothic Quarter,main area,169.01,,4.0,4.0,6.0,10.0,8.0,6.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
Egypt,Egypt,Africa,Aswan,Nile Desert Routes,nearby district,124.46,25.4,7.0,4.0,4.0,5.0,6.0,10.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Canada,Canada,North America,Muskoka,Lake Cottages,day-trip zone,,6.4,5.0,9.0,5.0,5.0,8.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Relaxation
China,China,Asia,Xi’an,Budget Heritage Stay,nearby district,87.49,10.6,5.0,5.0,7.0,8.0,7.0,6.0,7.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Italy,Italy,Europe,Rome,Ancient Monuments,main area,177.74,15.2,4.0,2.0,5.0,9.0,8.0,4.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Kenya,Kenya,Africa,Naivasha,Boat Trips,local experience,142.06,23.2,6.0,6.0,4.0,6.0,7.0,5.0,9.0,7.0,Standard Hotel,Urban-Heritage,Family
Morocco,Morocco,Africa,Essaouira,Walkable Medina,local experience,163.26,23.0,6.0,6.0,2.0,8.0,6.0,5.0,6.0,8.0,Standard Hotel,Urban-Heritage,Family
France,France,Europe,Marne-la-Vallee,Disneyland Paris,nearby district,153.13,11.4,5.0,7.0,2.0,6.0,8.0,6.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
Peru,Peru,South America,Cusco,Inca Trail,main area,105.61,19.1,9.0,5.0,3.0,5.0,6.0,9.0,8.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Italy,Italy,Europe,Rome,Ancient Monuments,main area,171.8,15.8,5.0,3.0,6.0,10.0,8.0,6.0,5.0,9.0,Standard Hotel,Urban-Heritage,Culture
Morocco,Morocco,Africa,Marrakech,Budget Medina Hostels,nearby district,78.81,22.1,4.0,7.0,6.0,8.0,7.0,,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Spain,Spain,Europe,Andalusia,Sierra Nevada Routes,day-trip zone,145.4,18.1,9.0,4.0,4.0,5.0,6.0,10.0,8.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Spain,Spain,Europe,Costa del Sol,Resort Coast,nearby district,159.23,18.2,4.0,8.0,5.0,5.0,6.0,5.0,8.0,8.0,Resort/Apartment,Coastal,Relaxation
China,China,Asia,Guilin,River Family Tours,local experience,190.06,14.2,5.0,7.0,3.0,6.0,8.0,5.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
Thailand,Thailand,Asia,Krabi,Limestone Beaches,day-trip zone,133.84,30.7,3.0,8.0,6.0,5.0,6.0,5.0,8.0,7.0,Resort/Apartment,Coastal,Relaxation
China,China,Asia,Dali,Lake Retreat,local experience,195.36,11.6,3.0,10.0,4.0,4.0,7.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Relaxation
Mexico,Mexico,North America,Copper Canyon,Rail and Hikes,nearby district,137.83,23.1,8.0,4.0,5.0,,8.0,9.0,10.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Australia,Australia,Oceania,Cairns,Reef Family Tours,day-trip zone,172.89,19.1,5.0,8.0,3.0,7.0,7.0,5.0,6.0,8.0,Standard Hotel,Coastal,Family
Argentina,Argentina,South America,Villa La Angostura,Lakeside Retreat,nearby district,130.05,18.5,7.0,8.0,5.0,5.0,7.0,6.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
Greece,Greece,Europe,Zagori,Vikos Gorge,day-trip zone,158.45,20.9,8.0,5.0,4.0,4.0,6.0,9.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Morocco,Morocco,Africa,Atlas Mountains,Kasbah Retreats,day-trip zone,258.1,19.8,6.0,7.0,6.0,7.0,9.0,6.0,8.0,8.0,Resort/Apartment,Mountain-Nature,Luxury
India,India,Asia,Rishikesh,Yoga Retreats,day-trip zone,137.24,26.5,6.0,9.0,6.0,6.0,8.0,5.0,8.0,6.0,Resort/Apartment,Mountain-Nature,Relaxation
South Africa,South Africa,Africa,Cape Town,Aquarium and Cableway,main area,182.64,19.9,5.0,6.0,3.0,7.0,7.0,6.0,7.0,7.0,Standard Hotel,Urban-Heritage,Family
India,India,Asia,Rishikesh,Rafting and Yoga,nearby district,125.82,24.8,8.0,5.0,3.0,4.0,5.0,8.0,9.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Japan,Japan,Asia,Nara,Ancient Shrines,nearby district,134.14,13.0,3.0,3.0,6.0,8.0,8.0,2.0,5.0,9.0,Standard Hotel,Urban-Heritage,Culture
Thailand,Thailand,Asia,Koh Samui,Luxury Villas,nearby district,234.29,27.9,5.0,7.0,7.0,6.0,9.0,6.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
Peru,Peru,South America,Paracas,Coastal Reserve,nearby district,115.13,14.9,3.0,8.0,6.0,4.0,6.0,6.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
Australia,Australia,Oceania,Whitsundays,Island Resorts,nearby district,296.26,24.6,,8.0,9.0,5.0,8.0,5.0,6.0,9.0,Resort/Apartment,Coastal,Luxury
Argentina,Argentina,South America,Buenos Aires,San Telmo Historic Quarter,main area,138.29,16.1,4.0,4.0,6.0,9.0,7.0,5.0,4.0,7.0,Standard Hotel,Urban-Heritage,Culture
Germany,Germany,Europe,Black Forest,Family Trails,day-trip zone,121.11,12.5,6.0,5.0,2.0,6.0,6.0,4.0,8.0,8.0,Standard Hotel,Mountain-Nature,Family
Kenya,Kenya,Africa,Maasai Mara,Safari Drives,main area,123.1,22.8,7.0,6.0,4.0,6.0,8.0,10.0,8.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Thailand,Thailand,Asia,Chiang Mai,Old City Temples,nearby district,137.88,25.2,3.0,5.0,6.0,9.0,7.0,4.0,4.0,8.0,Standard Hotel,Urban-Heritage,Culture
Kenya,Kenya,Africa,Naivasha,Boat Trips,local experience,153.68,21.1,5.0,8.0,4.0,4.0,9.0,6.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
Mexico,Mexico,North America,Puebla,Colonial Center,local experience,164.55,18.9,3.0,3.0,6.0,9.0,9.0,5.0,4.0,7.0,Standard Hotel,Urban-Heritage,Culture
Australia,Australia,Oceania,Blue Mountains,Hiking Lookouts,nearby district,147.53,21.2,8.0,6.0,5.0,6.0,5.0,9.0,8.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Thailand,Thailand,Asia,Chiang Mai,Ethical Elephant Parks,day-trip zone,133.94,29.0,6.0,8.0,4.0,7.0,6.0,5.0,8.0,,Standard Hotel,Mountain-Nature,Family
Vietnam,Vietnam,Asia,Hanoi,Museums and Food,day-trip zone,156.53,25.4,5.0,6.0,4.0,8.0,7.0,6.0,8.0,8.0,Standard Hotel,Urban-Heritage,Family
Mexico,Mexico,North America,Puebla,Colonial Center,local experience,137.42,22.5,4.0,3.0,6.0,7.0,9.0,4.0,5.0,6.0,Standard Hotel,Urban-Heritage,Culture
Japan,Japan,Asia,Nara,Deer Park,day-trip zone,135.7,16.2,7.0,6.0,4.0,7.0,8.0,6.0,8.0,10.0,Standard Hotel,Mountain-Nature,Family
Germany,Germany,Europe,Berchtesgaden,Alpine Lakes,local experience,102.4,7.5,8.0,5.0,4.0,6.0,6.0,9.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Canada,Canada,North America,Montreal,Arts and Food,nearby district,139.29,6.6,5.0,4.0,6.0,8.0,9.0,5.0,4.0,9.0,Standard Hotel,Urban-Heritage,Culture
Italy,Italy,Europe,Milan,Fashion Hotels,day-trip zone,312.31,14.7,5.0,8.0,7.0,7.0,9.0,5.0,8.0,9.0,Resort/Apartment,Coastal,Luxury
France,France,Europe,Provence,Lavender Villages,nearby district,143.34,15.7,5.0,8.0,5.0,4.0,7.0,5.0,8.0,7.0,Resort/Apartment,Coastal,Relaxation
Argentina,Argentina,South America,Villa La Angostura,Lakeside Retreat,nearby district,135.23,17.6,4.0,9.0,5.0,6.0,7.0,5.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
Canada,Canada,North America,Montreal,Student Hostels,main area,101.01,9.0,4.0,7.0,6.0,7.0,8.0,6.0,6.0,9.0,Guesthouse/Hostel,Urban-Heritage,Budget
Thailand,Thailand,Asia,Koh Samui,Luxury Villas,nearby district,225.71,31.4,4.0,7.0,8.0,6.0,9.0,5.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
South Africa,South Africa,Africa,Knysna,Lagoon Stay,day-trip zone,152.24,21.1,4.0,9.0,5.0,6.0,7.0,6.0,7.0,6.0,Resort/Apartment,Coastal,Relaxation
Morocco,Morocco,Africa,Atlas Mountains,Kasbah Retreats,day-trip zone,264.21,19.6,6.0,8.0,8.0,7.0,9.0,3.0,8.0,7.0,Resort/Apartment,Mountain-Nature,Luxury
Australia,Australia,Oceania,Whitsundays,Island Resorts,nearby district,268.2,25.9,6.0,9.0,8.0,7.0,10.0,5.0,5.0,9.0,Resort/Apartment,Coastal,Luxury
China,China,Asia,Guilin,River Family Tours,local experience,204.2,12.2,7.0,8.0,4.0,8.0,6.0,4.0,6.0,8.0,Standard Hotel,Urban-Heritage,Family
France,France,Europe,Paris,Palace Hotels,main area,232.41,15.7,3.0,7.0,7.0,8.0,9.0,8.0,7.0,8.0,Resort/Apartment,Coastal,Luxury
Vietnam,Vietnam,Asia,Hue,Imperial City,nearby district,136.77,29.1,5.0,5.0,6.0,8.0,9.0,3.0,4.0,7.0,Standard Hotel,Urban-Heritage,Culture
Canada,Canada,North America,Toronto,Luxury Downtown Hotels,nearby district,273.36,6.0,3.0,6.0,8.0,7.0,8.0,5.0,7.0,10.0,Resort/Apartment,Coastal,Luxury
Greece,Greece,Europe,Athens,Hostel Center,local experience,103.47,22.6,5.0,5.0,6.0,6.0,6.0,5.0,5.0,7.0,Guesthouse/Hostel,Urban-Heritage,Budget
Brazil,Brazil,South America,Curitiba,Parks and Museums,local experience,117.99,23.6,6.0,7.0,3.0,8.0,8.0,6.0,8.0,7.0,Standard Hotel,Urban-Heritage,Family
Australia,Australia,Oceania,Gold Coast,Theme Parks,main area,165.76,23.4,6.0,8.0,4.0,8.0,6.0,5.0,8.0,8.0,Standard Hotel,Urban-Heritage,Family
Brazil,Brazil,South America,Salvador,Pelourinho Historic Center,main area,108.25,24.0,3.0,5.0,6.0,10.0,8.0,4.0,5.0,5.0,Standard Hotel,Urban-Heritage,Culture
Egypt,Egypt,Africa,Alexandria,Mediterranean Heritage,local experience,118.14,21.7,4.0,3.0,6.0,10.0,9.0,5.0,3.0,7.0,Standard Hotel,Urban-Heritage,Culture
South Africa,South Africa,Africa,Garden Route,Boutique Lodges,local experience,263.63,16.4,5.0,7.0,7.0,7.0,10.0,4.0,6.0,5.0,Resort/Apartment,Coastal,Luxury
India,India,Asia,Goa,Beach Villages,main area,144.06,26.0,5.0,9.0,5.0,6.0,8.0,7.0,8.0,,Resort/Apartment,Coastal,Relaxation
Japan,Japan,Asia,Tokyo,Disney and Museums,main area,112.49,12.7,5.0,5.0,3.0,8.0,8.0,6.0,8.0,10.0,Standard Hotel,Urban-Heritage,Family
New Zealand,New Zealand,Oceania,Bay of Islands,Coastal Retreat,main area,155.47,14.1,4.0,9.0,5.0,5.0,9.0,4.0,,9.0,Resort/Apartment,Coastal,Relaxation
Mexico,Mexico,North America,Oaxaca,Sierra Norte Trails,local experience,133.62,19.2,9.0,5.0,3.0,6.0,7.0,10.0,9.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Peru,Peru,South America,Cusco,Inca Trail,main area,119.66,18.2,8.0,5.0,5.0,5.0,7.0,8.0,9.0,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Vietnam,Vietnam,Asia,Ho Chi Minh City,War History and Markets,local experience,153.98,26.4,4.0,3.0,6.0,9.0,8.0,4.0,5.0,7.0,Standard Hotel,Urban-Heritage,Culture
France,France,Europe,Lyon,Hostel Neighborhoods,local experience,82.59,15.1,5.0,5.0,7.0,5.0,8.0,5.0,5.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Thailand,Thailand,Asia,Chiang Mai,Old City Temples,nearby district,138.36,31.8,5.0,5.0,6.0,9.0,9.0,6.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Australia,Australia,Oceania,Blue Mountains,Hiking Lookouts,nearby district,133.27,18.6,9.0,5.0,4.0,7.0,7.0,9.0,,7.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Morocco,Morocco,Africa,Marrakech,Budget Medina Hostels,nearby district,90.85,20.9,5.0,6.0,5.0,8.0,8.0,5.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Morocco,Morocco,Africa,Marrakech,Medina and Souks,main area,150.0,24.9,4.0,3.0,7.0,9.0,8.0,3.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
Egypt,Egypt,Africa,Luxor,Nile Cruise,nearby district,229.73,26.3,5.0,9.0,7.0,7.0,8.0,6.0,6.0,8.0,Resort/Apartment,Coastal,Luxury
Canada,Canada,North America,Ottawa,National Museums,local experience,156.09,6.4,5.0,3.0,7.0,9.0,,4.0,6.0,8.0,Standard Hotel,Urban-Heritage,Culture
Argentina,Argentina,South America,Mendoza,Luxury Wine Estates,main area,243.19,16.1,5.0,7.0,8.0,7.0,9.0,5.0,6.0,7.0,Resort/Apartment,Coastal,Luxury
Argentina,Argentina,South America,Buenos Aires,San Telmo Historic Quarter,main area,130.92,14.2,4.0,2.0,4.0,10.0,9.0,3.0,5.0,8.0,Standard Hotel,Urban-Heritage,Culture
South Africa,South Africa,Africa,Durban,Budget Beachfront,day-trip zone,93.84,18.7,5.0,8.0,6.0,7.0,7.0,6.0,5.0,5.0,Guesthouse/Hostel,Coastal,Budget
Spain,Spain,Europe,Canary Islands,Year-round Sun,local experience,150.12,18.3,5.0,9.0,4.0,6.0,5.0,5.0,8.0,8.0,Resort/Apartment,Coastal,Relaxation
Mexico,Mexico,North America,Puerto Vallarta,Pacific Beaches,day-trip zone,143.79,24.6,4.0,10.0,4.0,4.0,7.0,6.0,7.0,7.0,Resort/Apartment,Coastal,Relaxation
Argentina,Argentina,South America,El Chalten,Fitz Roy Trails,main area,127.36,13.7,9.0,5.0,3.0,5.0,7.0,9.0,9.0,6.0,Guesthouse/Hostel,Mountain-Nature,Adventure
India,India,Asia,Goa,Beach Villages,main area,141.39,31.3,3.0,10.0,5.0,6.0,6.0,6.0,8.0,6.0,Resort/Apartment,Coastal,Relaxation
Peru,Peru,South America,Cusco,Family Heritage Tours,nearby district,140.58,13.5,6.0,7.0,3.0,8.0,6.0,6.0,7.0,8.0,Standard Hotel,Urban-Heritage,Family
New Zealand,New Zealand,Oceania,Dunedin,Heritage Quarter,local experience,151.44,13.6,4.0,2.0,7.0,,8.0,5.0,4.0,8.0,Standard Hotel,Urban-Heritage,Culture
Italy,Italy,Europe,Bologna,Student City,nearby district,121.92,14.3,5.0,6.0,6.0,8.0,9.0,5.0,6.0,8.0,Guesthouse/Hostel,Urban-Heritage,Budget
Greece,Greece,Europe,Naxos,Budget Island Stay,nearby district,108.86,17.6,4.0,8.0,6.0,7.0,10.0,6.0,5.0,7.0,Guesthouse/Hostel,Coastal,Budget
Spain,Spain,Europe,Pyrenees,Mountain Trails,main area,160.28,14.9,8.0,6.0,5.0,6.0,6.0,8.0,9.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
Kenya,Kenya,Africa,Mombasa,Old Town,day-trip zone,121.69,24.4,3.0,4.0,5.0,10.0,9.0,3.0,4.0,7.0,Standard Hotel,Urban-Heritage,Culture
New Zealand,New Zealand,Oceania,Fiordland,Milford Track,nearby district,145.31,16.3,8.0,5.0,4.0,5.0,7.0,9.0,10.0,8.0,Guesthouse/Hostel,Mountain-Nature,Adventure
